id,name,club,profileLink
4265,Boariu Alexandru-Lucian - Humailo Karissa Alesia,Romania,par.php?id=1311
4266,Marita Ciprian Petre - Bumba Oana Tamara,Romania,par.php?id=1301
4267,Kope Sandor - Francu Emilia Ioana,Romania,par.php?id=1312
4268,Batranu Razvan-George - Iovanas Maria,Romania,par.php?id=1306
4269,Szabó Robin László - Perendi Dorottya,Hungary,par.php?id=693
4270,Simon Kralicek - Nela Koskova,Czech Republic,par.php?id=1305
4271,Danciu Robert Iris - Schipor Andreea Alexia,Romania,par.php?id=1308
4272,Radek Dolezal - Ela Kasalova,Czech Republic,par.php?id=1309
4273,Kajati Gábor - Török Kata,Everydance Táncsport Egyesület,par.php?id=4000
4274,Dinka Botond - Fülöp Diána Hanna,Brilli-Art Studio Közhasznú Táncsport Egyesület,par.php?id=5793
4275,Szabó Robin László - Dajka Csenge,Pro-Art Táncstúdió - Szilver Táncsport Egyesület,par.php?id=3649
4276,Kiss Zsombor - Kollár Lilla,Bajai TSE,par.php?id=1747
4277,Kazy Zsigmond  - Bencses Réka,Bajai TSE,par.php?id=1748
4278,Csüri Bence Ferenc -  Sötét Janka,Felicita KTSE,par.php?id=1749
4279,Lóki Dávid - Horváth Fruzsina Anna,Spirit Tánc Sport Egyesület,par.php?id=7032
4280,Nédó István Zoltán - Száraz Hédi,Szilver Táncsport Egyesület,par.php?id=7304
4281,Pál Bálint - Lekszikov Dóra,Eraklin Táncklub Egyesület,par.php?id=2000
4282,Német Norbert - Fődi Kitti,Everydance Táncsport Egyesület,par.php?id=5384
4283,Musits Irina -,PresiDance TSE,par.php?id=7130
4284,Bódis Botond - Kiss Flamina,Ritmo Ste,par.php?id=2236
4285,Gebhardt Bence - Keszthelyi Zora,Ritmo Ste,par.php?id=2237
4286,Vermes Máté - Kránitz Anna,LORIGO TSE,par.php?id=1131
4287,Regenyei Balázs - Petter Alexa,Ametiszt,par.php?id=2239
4288,Budai Bendegúz - Kurucz Dominika,Ametiszt,par.php?id=2240
4289,Decsi Dávid - Bőzsöny Flóra Eperke,Szász Endre AMI Nagyberki,par.php?id=2242
4290,Bakó Csongor Bertold - Kiss Eszter,Szász Endre AMI Nagyberki,par.php?id=2241
4291,Vajda Ármin - P.Kovács Panka,Ametiszt,par.php?id=2244
4292,Látrányi Balázs - Káldi Katalin,Ametiszt,par.php?id=2243
4293,Jelencsik Noé Dávid - Bakó Bella Imola,Szász Endre AMI Nagyberki,par.php?id=2245
4294,Antal Dávid - Tóth Szelina,Cit-Car Táncsport Egyesület,par.php?id=3117
4295,Szabó Robin László - Hoffer Réka,Ametiszt Táncsport Egyesület - Stúdió 2000 TSE,par.php?id=1995
4296,Széplaki Márk - Faragó Dóra Lili,Stúdió 2000 TSE,par.php?id=6576
4297,Brumán Zsolt - Csősz Tímea,EXCELLENCE Tánc Sportegyesület,par.php?id=7591
4298,Varga Márk Zoltán - Prohászka Fruzsina,Lorigo Táncsport Egyesület,par.php?id=1615
4299,Hornyak Daniel - Puscas  Iulia,Romania,par.php?id=5592
4300,Mikula Gábor - Kiss Virág,Szinyei Utcai Szövetség Sportegyesület,par.php?id=289
4301,Savaria TSE C Csapat -,Savaria Táncsport Egyesület,par.php?id=2413
4302,Batancs Donát - Kuljak Brigitta,Forma AMI / TSE,par.php?id=308
4303,Raffai Róbert - Faredin Vivien,Forma AMI / TSE,par.php?id=309
4304,Szűcs Martin - Kardos Hanna,Lorigo Táncsport Egyesület,par.php?id=6290
4305,Cziklin Dusán Péter - Prágai Szimonetta,Szilver Táncsport Egyesület,par.php?id=3384
4306,Patkós Máté - Szenczi Petra,Stúdió 2000 TSE,par.php?id=3751
4307,Fazekas Lajos - Fazekas Anna,Egeri Honvéd Táncklub Sportegyesület,par.php?id=1006
4308,Szabó Barbara -,El Paso SE,par.php?id=7677
4309,Váradi Vanda Patrícia -,Szigo Kulturális TSE,par.php?id=7676
4310,PRISKIN DALMA -,Szigo Kulturális TSE,par.php?id=4049
4311,Batyi Emília -,Lorigo Táncsport Egyesület,par.php?id=7672
4312,Katavics Dóra -,Lorigo Táncsport Egyesület,par.php?id=7673
4313,Gayer Gréta -,Kozármislenyi Tornádó Tánc Sport Klub,par.php?id=7674
4314,Németh Jázmin -,Gála Társastáncklub Egyesület,par.php?id=7675
4315,Hornyak Daniel - Nagy Julia,Romania,par.php?id=3589
4316,Boldojan Lucian Constantin - Dinca Roxana Maria,Romania,par.php?id=4201
4317,Osvárt András dr. - Szatmári Dorottya Erzsébet,Pro-Art Táncstúdió,par.php?id=4228
4318,Mate Gogh - Franciska Elo,Slovakia,par.php?id=4229
4319,Horváth Roland - Behek Dorottya,DanceStation Táncsport Egyesület,par.php?id=3741
4320,Pálffy Dániel - Muzsai Fruzsina Ágnes,DIMENZIÓ TSE,par.php?id=1154
4321,Horváth Camille -,Ametiszt Tánc-Sport Egyesület,par.php?id=6462
4322,Márián Maja -,Dance Universe Tánc Sportegyesület,par.php?id=7639
4323,Selmidis Eliza -,Dance Universe Tánc Sportegyesület,par.php?id=7638
4324,Spisák Eliza -,Dance Universe Tánc Sportegyesület,par.php?id=7636
4325,Nagy Lili Emma -,Dance Universe Tánc Sportegyesület,par.php?id=7637
4326,Szilágyi Anna Zselyke -,Dance Universe Tánc Sportegyesület,par.php?id=7634
4327,Szakál Szofi -,Dance Universe Tánc Sportegyesület,par.php?id=7633
4328,Muhari Vivien -,Szilver Táncsport Egyesület,par.php?id=7612
4329,Varga-Gaál Glória -,Dance Universe Tánc Sportegyesület,par.php?id=7468
4330,Katona Zsófia Eszter -,LESZ DANCE Tánc- és Sportegyesület,par.php?id=7611
4331,Paládi Lara -,Valcer TáncSport Egyesület,par.php?id=7334
4332,Rezes Nikolett -,Lesz Dance Tánc- és Sportegyesület,par.php?id=6219
4333,Király Judit -,LESZ DANCE Tánc- és Sportegyesület,par.php?id=7607
4334,Kelemen Diána -,Dance Universe Tánc Sportegyesület,par.php?id=7609
4335,Kársai Flóra -,Békésszentandrási Vértessy TSE,par.php?id=7610
4336,Ficzkó Nóra -,PresiDance TSE,par.php?id=7135
4337,Gál Níla -,Kozármislenyi Tornádó Tánc Sport Klub,par.php?id=7132
4338,Gyécsek Luca -,PresiDance TSE,par.php?id=7133
4339,Jakobicz Dániel - Horváth Viktória Anna,Bonton Tánc Sport Egyesület - Everydance Táncsport Egyesület,par.php?id=6296
4340,Holli Mátyás László - Sallai Csenge Zsuzsanna,Everydance Táncsport Egyesület,par.php?id=5816
4341,Buta Rares Luca  - Butiri  Ioana Alexandra,Románia,par.php?id=6328
4342,Mangu  David  - Szucs Albertina,Románia,par.php?id=6326
4343,Kunkli Zsombor - Spakovszky Sára,Dance Universe Tánc Sportegyesület,par.php?id=4832
4344,Szinvai Levente - Qinan Lulah,Fenomén TáncSport Egyesület - Oktogon Tánccentrum,par.php?id=2670
4345,Németh Csaba - Hajducsák Annamária,Pro-Art Táncstúdió - Papiron Szeged Versenytáncklub Egyesület,par.php?id=2717
4346,Kotroczó Martin Ádám - Gonda Lilla,El Paso SE,par.php?id=2495
4347,Sipos Marcell - Hajnal R?ka,Szilver T?ncsport Egyes?let,par.php?id=6028
4348,Nagy Gergo Zsolt - Bug?r Zs?fia,Papiron Szeged Versenyt?ncklub Egyes?let,par.php?id=6029
4349,Offra B?lint - K?tai Panni,Valcer T?ncSport Egyes?let,par.php?id=6030
4350,Szentesi Anett  -,Bárdos Lajos AMI,par.php?id=1015
4351,Kota Vivien  -,Bárdos Lajos AMI,par.php?id=1016
4352,Szabó Gréta  -,Bárdos Lajos AMI,par.php?id=1017
4353,Hoffmann Marcellina  -,Kner TSE,par.php?id=1018
4354,Kótai Roberta  -,Kner TSE,par.php?id=1019
4355,Egeresi Nóra  -,Kner TSE,par.php?id=1020
4356,Filip Fanni -,Bárdos Lajos AMI,par.php?id=1021
4357,Dudás Barnabás - Karasi Zoé,,par.php?id=1226
4358,Dudás Gergő - Berta Virág,,par.php?id=1232
4359,Perei Krisztián - Kenéz Regina,,par.php?id=1233
4360,Kató Benedek - Nagy Éva,,par.php?id=1234
4361,Feke Zoltán - Vakarcs Rózsa,,par.php?id=1235
4362,Szurkos Antal Ádám - Juhász Kinga,,par.php?id=1230
4363,Bekker Csaba - Balogh Alexandra,,par.php?id=1227
4364,Kovács Bálint - Kiss Lejla,,par.php?id=1231
4365,Zima László - Hajdu Brigitta,,par.php?id=1236
4366,Oláh Kristóf - Nagy Nikolett,,par.php?id=1229
4367,Lukács Zétény Attila - Bánfi-Fischer Antónia,Emotion Táncstúdió,par.php?id=3140
4368,Bitó Zsolt - Csurgó Viktória,Pro-Art Táncstúdió,par.php?id=247
4369,Judik János - Vozár Mónika,Nyíri Lajos Táncsport Egyesület,par.php?id=246
4370,Kiss Noel Attila - Braun Zsuzsanna,IKON Táncsport Egyesület - Laguna KTSE,par.php?id=2412
4371,Bánáti Barnabás - Loch Jázmin,Quality Dance TSE,par.php?id=6201
4372,Balázs Dávid - Farkas Liliána,PRO-ART ELIT Egyesület,par.php?id=6584
4373,Székely Norbert - Sölét Brigitta,Danza Táncsport Egyesület - SZIGO Kulturális Táncsport Egyesület,par.php?id=6767
4374,Tóth Ádám - Mezei Boglárka,Dance Universe Tánc Sportegyesület - Szilver Táncsport Egyesület,par.php?id=6795
4375,Farkas Péter - Koleszár Liliána,Miskolcz-Revital Táncsport Egyesület,par.php?id=6498
4376,Szenka József - Somogyi Anna,Valcer Táncstúdió,par.php?id=667
4377,Magyar Kinga Lilla -,BNK Tánc Sportegyesület,par.php?id=7454
4378,Kovács Eszter -,Ametiszt Tánc-Sport Egyesület,par.php?id=7452
4379,Fülep Péter Ernő - Serfőző Zsófia,Pro-Art Táncstúdió,par.php?id=3218
4380,Csató Ádám - Oláh Adél,Dance Universe Tánc Sportegyesület,par.php?id=2873
4381,László Csaba - Páli Viktória,Szilver Táncsport Egyesület,par.php?id=293
4382,LORIGO TSE - A csapat -,Lorigo Táncsport Egyesület,par.php?id=5573
4383,Őrlős Ferenc - Ágfalvi Andrea,DanceStation Táncsport Egyesület,par.php?id=2926
4384,ROTTNER RICHARD - SOFIA GOGNEA,,par.php?id=5357
4385,SAAR MATTHIAS - KERTU KUKLASE,,par.php?id=5341
4386,Kalla Máté - Dobra Viktória eszter,Ritmo Sporttánc Egyesület,par.php?id=3610
4387,Raul Szabolcs János - Csofcsics Csenge,Stúdió 2000 TSE,par.php?id=3177
4388,Mölcs Martin - Prohászka Fruzsina,Lorigo Táncsport Egyesület,par.php?id=3596
4389,Zilahi Szabolcs György - Anastasia Antelava,DanceStation Táncsport Egyesület,par.php?id=1522
4390,Néber Árpád Balázs - Ács Nóra,Stúdió 2000 TSE,par.php?id=2222
4391,Rónai András - Horváth Gréta,Pro-Art Táncstúdió,par.php?id=3591
4392,Dobrecovs Romans - Paldauskaite Smilte,Lithuania,par.php?id=3069
4393,Kieszek Michal - Stefanska Julia,Poland,par.php?id=3002
4394,Bukata Mikhail - Kadushko Polina,Belarus,par.php?id=2999
4395,Kavran Jurica - Vusic Tihana,Croatia,par.php?id=3070
4396,Pino Angelo - Scuderi Roberta,Italy,par.php?id=3072
4397,Jarnec Ivan - Ekart Ana,Slovenia,par.php?id=3073
4398,Sevcik Filip - Dokusova Simona,Slovakia,par.php?id=3074
4399,Caks Zan - Roatis-Iacob Celsea,Austria,par.php?id=3003
4400,Nagy Márk - Marschall Zita Olívia,SZOLDANCE Táncsport Egyesület,par.php?id=2778
4401,Andric Sava - Nemarnik Lucija,Serbia,par.php?id=3018
4402,Igor Politsimako - Anastasia Byvaltseva,Russian Federation,par.php?id=3075
4403,Tufar Alexandr - Gheorghieva Xenia,Bulgaria,par.php?id=3077
4404,Mykyta Nikulin - Valeriia Melnyk,Ukraine,par.php?id=3076
4405,Jan Bednarz - Wiktoria Lassak,Poland,par.php?id=3078
4406,Peternel Matija - Herceg Patricia,Croatia,par.php?id=3079
4407,Alin Valentin Ivanescu - Diana Kristof,Romania,par.php?id=3050
4408,Schimkowitsch Bernhard - Weinstabl Magdalena,Austria,par.php?id=3080
4409,Hofer Elias - Winkler Lisa,Austria,par.php?id=3081
4410,Török Tamás - Bakonyi Lara,Gála Társastáncklub Egyesület,par.php?id=3382
4411,Sziráki Ádám - Skáfár Katalin Zsófia,Ritmo Sporttánc Egyesület,par.php?id=6520
4412,Pozsonyi Márkó - Molnár Kitti,Kapronczai AMI Siklós,par.php?id=2059
4413,Szilvágyi Norbert - Somogyi Adél,SAVARIA TSE,par.php?id=1094
4414,Bodovics Máté - Zubor Sára,SAVARIA TSE,par.php?id=1096
4415,Kovács Bálint - Kovács Bea,SAVARIA TSE,par.php?id=1088
4416,Farkas István - Mihalicz Bianka,SAVARIA TSE,par.php?id=1097
4417,A tenger urai -,Ametiszt TSE,par.php?id=5409
4418,Richard Bottner - Sofia  Rognean,Romania,par.php?id=4169
4419,Zarándi Réka - Szabados Lili,Dance Universe TSE,par.php?id=4746
4420,Jakoda Katalin - Ledacs-Kis Letícia,Lehel-Melody TSE,par.php?id=4747
4421,Ujvári Zsófia  - Vincze Dorka,Fallaway Táncegyesület Szeged,par.php?id=4748
4422,Mácsai Regina Fanni - Benczúr Dorina,Bárdos Lajos AMI,par.php?id=4749
4423,Kalmár Zita Kinga - Koziel Patrícia,Bárdos Lajos AMI,par.php?id=4750
4424,Oberna Károly - Polereczki Doroti,"Szilver AMI, Dózsa ház",par.php?id=469
4425,Tolnai Kevin - Orosz Réka,"Szilver AMI, Dózsaház",par.php?id=637
4426,Rácz Attila - Ozsgyán Dorina,"Szilver AMI, Kaszaper",par.php?id=641
4427,Filep Áron Kálmán - Baranyi Evelin Anikó,"Weiner Leó AMI, Nagykőrös",par.php?id=647
4428,Pinka Martin - Pinka Vivien,"Szilver AMI, Gádoros",par.php?id=518
4429,Zsidei Kristóf Levente - Tenkő Zita Csenge,"Szilver AMI, Szolnok Szent-Györgyi",par.php?id=645
4430,Tóth Bence - Szabó Brigitta,"Szilver AMI, Gádoros",par.php?id=642
4431,Hartmann Imre - Váradi Beartix,"Weiner Leó AMI, Nagykőrös",par.php?id=648
4432,Miskolczi Péter - Miskolczi-Szalai Szilvia,Sway Táncsport Egyesület,par.php?id=6148
4433,Néber Árpád Balázs - Iszlatyi Kinga,Stúdió 2000 TSE,par.php?id=3393
4434,Németh Nóra Danna -,Freetime Táncsport Egyesület,par.php?id=6703
4435,Szomora Katalin -,Havanna Táncstúdió Sportegyesület,par.php?id=6390
4436,CIUPULIGA GEORGE - ANDREEA CRONT,,par.php?id=5349
4437,CIMPOI ERIK - ALEXIA VULTUR,,par.php?id=5348
4438,Alexandru-Andrei Manea - Andreea Maria Lulu,Románia,par.php?id=2014
4439,Makara Zoltán - Simon Viktória,Oktogon Tánccentrum,par.php?id=2015
4440,Fekete Gábor - Fodor Viktória,Szilver Táncsport Egyesület,par.php?id=1695
4441,Bangó Milán - Baksa Natália,Press Dance TSE,par.php?id=1612
4442,Förster Milán - Morvai Szabina Kinga,Kolping AMI Sellye,par.php?id=797
4443,Varga Bálint - Kerner Kata,Diabelli AMI Kozármisleny,par.php?id=798
4444,Bódis Kornél - Szalai Szimonetta,Kapronczai AMI Pécs,par.php?id=793
4445,Horváth Krisztián - Kovács Adrienn,Kapronczai AMI Szentlőrinc,par.php?id=799
4446,Markulia Richárd - Bárány Bianka,Kapronczai AMI Pécs,par.php?id=794
4447,Bándi Dominik - Gruber Gréta,Kapronczai AMI Barcs,par.php?id=802
4448,Kockás Árpád - Pirk Luca,Diabelli AMI Kozármisleny,par.php?id=803
4449,Katics Martin - Papp Léla,Tornádó TSE Kozármisleny,par.php?id=5462
4450,Keskeny Milán - Borda Panna Lola,Savaria Táncsport Egyesület,par.php?id=5507
4451,Bártfai Botond - Kárpáti Gréta,Ködmön Társastánc SE,par.php?id=5855
4452,Gulyás Péter - Csernyánszki Eszter,Freedance - 2008 TSE,par.php?id=6516
4453,JoyDance TSE - Disco Band form -,JoyDance TSE,par.php?id=7724
4454,- Barancsi Nóra,Szigo KTSE,par.php?id=5082
4455,- Lábodi Laura,Szigo KTSE,par.php?id=5083
4456,- Vastag Hanga Anna,Szigo KTSE,par.php?id=5084
4457,- Molnár Emma,Szigo KTSE,par.php?id=5085
4458,- Horváth Emma,Sundance Tse,par.php?id=5086
4459,- Weisenbach Száva,Ritmo STE,par.php?id=5087
4460,- Fekete Karolina,Szigo KTSE,par.php?id=5091
4461,- Kiss Nóra,Szigo KTSE,par.php?id=5090
4462,- Mojzes Alina,Szigo KTSE,par.php?id=5089
4463,- Tihanyi Holda,Szigo KTSE,par.php?id=5092
4464,- Bőhm Veszna,Szigo KTSE,par.php?id=5093
4465,- Solymár Zita,Szigo KTSE,par.php?id=5094
4466,- Armbruszt Janka,Szigo KTSE,par.php?id=5096
4467,- Beke Elizabet,Szigo KTSE,par.php?id=5095
4468,- Bencze Anna,Szigo KTSE,par.php?id=5097
4469,- Nyers Laura Dóra,Szigo KTSE,par.php?id=5098
4470,- Balogh Noémi,Szigo KTSE,par.php?id=5099
4471,- Molnár Léna,Szigo KTSE,par.php?id=5100
4472,- Szendi Ramóna,Szigo KTSE,par.php?id=5101
4473,- Kenyeres Dóra,Szigo KTSE,par.php?id=5102
4474,Juhász Gergely - Litkei Dorottya,Goldance Táncsport Egyesület,par.php?id=5546
4475,Pilka Zoltán - Terdik Réka,Valcer Táncstúdió,par.php?id=3352
4476,Tomas Tanka - Dominika Feketova,Slovakia,par.php?id=1383
4477,Kirill Ganopolsky - Kim Paetzug,Germany,par.php?id=1384
4478,Volodymyr Lyatov - Veronika Myshko,Ukraine,par.php?id=1385
4479,Nikita Lysenkov - Irina Vasilevskaya,Russian Federation,par.php?id=1386
4480,Andrea Bolzoni - Anna Stedile,Italy,par.php?id=1387
4481,Dumitrescu Razvan - Radu Andreea Alina,Romania,par.php?id=1388
4482,Igor Sannikov - Anna Anakina,Russian Federation,par.php?id=1389
4483,Cseke Zsolt Sandor - Efthymia Giannaraki,Greece,par.php?id=1390
4484,Sebesi Hunor - Jaroslava Huber,Austria,par.php?id=1391
4485,Dominykas Dauksas - Svetlana Azarova,Lithuania,par.php?id=1392
4486,Nicola Nelli - Eleonora Rugi,Italy,par.php?id=1393
4487,Lukas Bartunek - Katarina Hrstkova,Czech Republic,par.php?id=1394
4488,Miha Zerjav - Valeriya Musina,Slovenia,par.php?id=1395
4489,Erik Steiner - Helene Buchner,Austria,par.php?id=1397
4490,Juttner Andras - Renata Smidova,Austria,par.php?id=1398
4491,Mihai Ratan - Anita Ingrid Szocs,Romania,par.php?id=1337
4492,Stefano Galletto - Carlotta Bollea,Italy,par.php?id=1336
4493,Marek Figlar - Imola Gergelyova,Slovakia,par.php?id=1401
4494,Christian Eichler - Michaela Fries,Austria,par.php?id=1402
4495,Hadjantoni Marios - Nikol Elia,Cyprus,par.php?id=1403
4496,Gogh Mate - Jurckova Karolina,Slovakia,par.php?id=1404
4497,Matus Lukac - Michaela Beresova,Slovakia,par.php?id=1405
4498,Thomas Lackner - Claudia Humer,Austria,par.php?id=1407
4499,Andreas Hoermann - Alexandra Scheriau,Austria,par.php?id=1409
4500,Lukas Bury - Anezka Kocnerova,Slovakia,par.php?id=1410
4501,Mihályi Dávid - Hang Fatime,Adria-Szigó KTSE,par.php?id=276
4502,Nagy Péter - Zarándi Réka,Dance Universe TSE,par.php?id=4734
4503,Tóth-Pósa Levente - Hajdu Henrietta,Fallaway Táncegyesület,par.php?id=4718
4504,Oszlovics Dániel - Szabados Lili,Dance Universe TSE,par.php?id=4735
4505,Szabó Zsombor - Wang Ying Yí Alíz,Lehel-Melody TSE Jászberény,par.php?id=4736
4506,Katona Máté - Vanyúr Dorina,Pro-Art Ts.,par.php?id=4717
4507,Veszelka György - Veszelka Regina,Nyíri Lajos TSE,par.php?id=4730
4508,SzabóÁkos  - Mácsai Regina Fanni,Bárdos Lajos AMI,par.php?id=4737
4509,Vajda Denis - Rostás Sára,Pro-Art Ts.,par.php?id=4738
4510,Braun Patrik János - Hrusková Aranka,DanceStation Táncsport Egyesület,par.php?id=5227
4511,Tóth Tamás - Petrovánszky Laura,Danza Táncsport Egyesület,par.php?id=6880
4512,DÖMÉNY LILI -,KAMI PÉCS,par.php?id=4040
4513,ALBERT LILIÁNA -,TORNÁDÓ TSE,par.php?id=4042
4514,SIMON LUCA -,KAMI SIKLÓS,par.php?id=4043
4515,FÁBIÁN BIANKA -,KAMI SIKLÓS,par.php?id=4045
4516,SCHILLING KAMILLA -,KAMI SIKLÓS,par.php?id=4046
4517,HORVÁTH BOGLÁRKA -,RITMO STE - GARAY AMI,par.php?id=4047
4518,FARKAS HANNA -,KAMI PÉCS,par.php?id=4048
4519,MOLNÁR LÉNA -,KAMI PÉCS,par.php?id=4050
4520,TIHANYI HOLDA -,KAMI PÉCS,par.php?id=4051
4521,Kiss Tamara -,KAMI SZIGETVÁR,par.php?id=4052
4522,Visnyei Bella -,KAMI SZIGETVÁR,par.php?id=4053
4523,ZÁBÓ ZSÓFI -,KAMI SIKLÓS,par.php?id=4054
4524,Bencze Anna -,KAMI SZIGETVÁR,par.php?id=4055
4525,BŐHM VESZNA -,KAMI PÉCS,par.php?id=4056
4526,Bodó Bálint Imre - Hábel Fruzsina,Botafogo Táncegyüttes,par.php?id=3334
4527,Szajduk Szabolcs Tamás - Sölét Brigitta,SZIGO Kulturális Táncsport Egyesület,par.php?id=7091
4528,Szűcs Dávid - Dobos Dorina,SZILVER TSE,par.php?id=511
4529,Nagy Gergely - Tóth Liza,SZILVER TSE,par.php?id=1702
4530,Gulyás Dávid Imre - Varga Dóra,SZILVER TSE,par.php?id=611
4531,Tóth Szabolcs  - Sólyom Petra,KNER TSE,par.php?id=1703
4532,Mészáros Martin - Csúrik Hanna,SZILVER TSE,par.php?id=603
4533,Balog Krisztofer Renátó - Horváth Virág,SZILVER TSE,par.php?id=1704
4534,Karkus András - Gaál Vivien,SZILVER TSE,par.php?id=1705
4535,Symchera Roland - Biro Bohlarka,Ukraine,par.php?id=4097
4536,Tóth Asztrik Attila - Nagy Réka,PresiDance Táncsport Egyesület,par.php?id=5468
4537,Tóth Viktor Donát - Müller Panna Petra,Valcer Táncstúdió,par.php?id=5230
4538,Kerschner Manfred - Kuegler Monika,Austria,par.php?id=4557
4539,Rulofs Theodor - Rulofs Eva,Austria,par.php?id=4558
4540,Pincsek Jan - Carder-Pincsek Edith,Austria,par.php?id=4559
4541,Szabó Levente - Dabóczy Modeszta,Oktogon Tánccentrum,par.php?id=272
4542,Mester Csiki László -,DanceNet Sportegyesület,par.php?id=4903
4543,Kovács Donát Lóránt - Kovács Lídia,Laguna KTSE,par.php?id=7488
4544,Nóti Benedek - Farkas Polla,Laguna KTSE,par.php?id=7489
4545,Földiák Márk - Bakos Adrienn,Quality Dance TSE-Valcer Táncstúdió,par.php?id=2123
4546,Lóczi Gergely - Koncz Lili,Napfény TáncSport Egyesület,par.php?id=1526
4547,Szűcs Ádám - Kárász Nóra,Platina Tánc Sportegyesület,par.php?id=2125
4548,Dobos Richárd - Karcagi Dalma,Pro-Art Táncstúdió - Claudius Táncsport Egyesület,par.php?id=1494
4549,Fellner Máté - Kovács Réka Szilvia,Everydance Táncsport Egyesület,par.php?id=6178
